12934,[Vip-Info],2,50180,20000,53,65,0,0,1,1
2298,Epic-full-Event,2,34420,,300,292,0,0,1,1
2305,ChangeHere,2,39680,26394,76,39,0,0,1,1
2306,BixBox,2,35050,26395,66,66,0,0,1,1
2299,OutOfHere,2,39680,3998,574,408,0,0,1,1
2303,NewEvent,2,39680,,312,259,0,0,1,1
52000,TreasureThief,2,51560,1002,442,328,0,0,1,1
2300,Round1,2,29500,26391,65,39,0,0,1,1
2301,Round2,2,29500,26392,65,39,0,0,1,1
15702,[Transfer],2,2950,1002,442,382,0,0,1,1
28820,[D-Island],2,2950,10250,994,1280,0,0,1,1
17400,[Cross-Servers],2,2950,1002,436,382,0,0,1,1
9541,[TwinCity],2,50440,8601,31,51,0,0,1,1
9541,[TwinCity],2,50440,8602,31,51,0,0,1,1
9541,[TwinCity],2,50440,8603,31,51,0,0,1,1
9541,[TwinCity],2,50440,8604,31,51,0,0,1,1
9541,[TwinCity],2,50440,2038,352,341,0,0,1,1
9541,[TwinCity],2,50680,20000,53,49,0,0,1,1
53561,[D-Prize],2,50680,8881,51,72,0,0,1,1
53562,[D-Prize],2,50680,8882,51,72,0,0,1,1
53563,[D-Prize],2,50680,8883,51,72,0,0,1,1
53564,[D-Prize],2,50680,8884,51,72,0,0,1,1
53565,[D-Prize],2,50680,8885,51,72,0,0,1,1
53566,[D-Prize],2,50680,8886,51,72,0,0,1,1
53567,[D-Prize],2,50680,8887,51,72,0,0,1,1
53568,[D-Prize],2,50680,8888,51,72,0,0,1,1
53569,[D-Prize],2,50680,8889,51,72,0,0,1,1
53570,[D-Prize],2,50680,8890,51,72,0,0,1,1
53571,[D-Prize],2,50680,8891,51,72,0,0,1,1
53572,[D-Prize],2,50680,8892,51,72,0,0,1,1
6471,CpsStage,21,9510,59106,59,42,20,20,17,0
6472,CpsStage,21,9510,59106,42,42,20,20,17,0
6473,CpsStage,21,9510,59106,42,59,20,20,17,0
6474,CpsStage,21,9510,59106,59,59,20,20,17,0
9541,[TwinCity],2,50680,59106,50,50,0,0,1,1
2302,Round3,2,29500,26393,65,39,0,0,1,1
2304,Round4,2,29500,26394,65,39,0,0,1,1
16849,Savage Bone,2,42420,,170,234,0,0,1,1
9983,Level[140],2,2166,1036,211,205,0,0,1,1
15648,[Share-Pts],2,50180,20000,60,54,0,0,1,1
2294,ReturnMap1,2,40220,10250,1034,734,0,0,1,1
2295,ReturnMap2,2,40220,10250,520,153,0,0,1,1
2296,ReturnMap3,2,40220,10250,131,451,0,0,1,1
20826,MountChange,2,51560,,999,1263,0,0,1,1
20826,[MountRare],2,49410,20000,45,77,0,0,1,1
2293,[GarmentRare],2,49410,20000,41,76,0,0,1,1
20546,AccesoryRare,2,49410,20000,50,78,0,0,1,1
20825,Boss,2,29920,10250,1000,1274,0,0,1,1
20824,YuKoOn,2,29210,10250,,1281,0,0,1,1
2291,PirateToken,2,51560,,299,290,0,0,1,1
2290,CupDealer,2,51560,,292,258,0,0,1,1
15647,[DIABLO],2,50180,20000,55,78,0,0,1,1
10123,D-Event,2,51560,1002,421,330,0,0,1,1
30015,Seller,2,31256,,44,70,0,0,1,1
2285,ToTwin,2,50070,1101,132,100,0,0,1,1
2286,Shops,2,31500,5000,93,58,0,0,1,1
6526,HairColor,2,36570,1002,413,381,0,0,1,1
30016,EpicSeller,2,50090,1035,81,55,0,0,1,1
2284,GoldAndCps,2,50090,1035,101,55,0,0,1,1
3375,[Jiang-Ultra],2,50180,20000,62,75,0,0,1,1
183561,[Event-Pts],2,50180,20000,46,54,0,0,1,1
104040,New-Players,2,8500,1010,89,46,0,0,1,1
154111,TcMap,2,8500,1035,90,54,0,0,1,1
22088,ShopGold,1,8500,,313,279,0,0,1,1
22904,Break-Strike,2,50140,,151,235,0,0,1,1
52000,TreasureThief,2,51560,,322,258,0,0,1,1
926,BoxLottery,2,38427,700,50,50,0,0,1,1
57888,WarofPlayer,2,8500,,300,258,0,0,1,1
50561,WinBestKiller,2,29506,,82,112,0,0,1,1
1891,OutJail,2,29500,7000,35,69,0,0,1,1
7750,Color,2,36570,1002,413,385,0,0,1,1
27784,New-DIABLO,2,51560,,292,262,0,0,1,1
7751,HpSeller,2,29500,,305,233,0,0,1,1
7752,TournamentPoints,2,29500,,68,46,0,0,1,1
7753,TotalOnline,2,29500,,70,46,0,0,1,1
8158,TeamPk,2,2950,1002,423,242,0,0,1,1
7754,ChangeCharacter,2,29500,,315,231,0,0,1,1
5569,WingOrTitle,2,19450,,329,245,0,0,1,1
1231,BoxCps,2,35690,,68,35,0,0,1,1
1233,BoxPerfction,2,35690,,349,245,0,0,1,1
1232,BoxMoney,2,35690,,68,67,0,0,1,1
2533,NobilityPoleWar,2,19450,,285,142,0,0,1,1
2534,FightersPoleWar,2,19450,,336,134,0,0,1,1
770005,ClanWar,2,38427,,284,142,0,0,1,1
8301,PoleDomination,21,8686,,611,589,30000000,30000000,17,1
,21,8686,1020,60,89,30000000,30000000,17,1
770001,PoleDomination,2,29724,,307,165,0,0,1,1
1776,ClassPoleWar,2,36570,,317,161,0,0,1,1
22802,LeeLong,21,50617,6522,227,255,20000000,20000000,17,1
22806,Pirate,21,50070,6522,201,246,20000000,20000000,17,1
22807,Trojan,21,50040,6522,194,221,20000000,20000000,17,1
22801,Archer,21,50017,6522,201,198,20000000,20000000,17,1
22808,Warrior,21,50006,6522,220,184,20000000,20000000,17,1
22805,Ninja,21,50027,6522,248,200,20000000,20000000,17,1
22804,Monk,21,50037,6522,253,230,20000000,20000000,17,1
22803,Fire,21,50050,6522,254,254,20000000,20000000,17,1
22809,Water,21,50820,6522,228,214,20000000,20000000,17,1
22810,WindWalker,21,51587,6522,217,226,20000000,20000000,17,1
6524,UnionPoleWar,2,29724,,295,166,0,0,1,1
22340,Pole[King],10,1137,22340,51,53,20000000,20000000,17,1
22341,Pole[Prince],10,1137,22340,51,76,20000000,20000000,17,1
22342,Pole[Duke],10,1137,22340,79,76,20000000,20000000,17,1
22343,Pole[Earl],10,1137,22340,79,53,20000000,20000000,17,1
2277,FightersPole[1],10,1137,22341,153,231,20000000,20000000,17,1
2278,FightersPole[2],10,1137,22341,153,207,20000000,20000000,17,1
2279,FightersPole[3],10,1137,22341,178,207,20000000,20000000,17,1
2280,FightersPole[4],10,1137,22341,178,231,20000000,20000000,17,1
5561,ItemWardrope,2,21864,,63,63,0,0,1,1
1677,Germ/Mou/Acces,2,36550,,318,258,0,0,1,1
545648,NewSeller,2,36550,,308,258,0,0,1,1
1660,OutMap,2,31226,9852,42,55,0,0,1,1
1667,1StarGerment,2,49410,9852,68,41,0,0,1,1
1668,2StarGerment,2,49410,9852,62,41,0,0,1,1
1669,3StarGerment,2,49410,9852,56,41,0,0,1,1
1670,4StarGerment,2,49410,9852,50,41,0,0,1,1
1671,GermentRare,2,49410,,309,245,0,0,1,1
1672,1StarMount,2,49420,,63,71,0,0,1,1
1673,2StarMount,2,49420,,59,71,0,0,1,1
1674,3StarMount,2,49420,,55,71,0,0,1,1
1675,4StarMount,2,49420,,51,71,0,0,1,1
1676,5StarMount,2,49420,9852,47,71,0,0,1,1
12514,Chi-Epic,2,50860,,32,40,0,0,1,1
1381,WarPoints,2,29260,,334,294,0,0,1,1
14015,[Online-Pts],2,50180,20000,50,54,0,0,1,1
14100,ChampionPoints,2,29260,,334,288,0,0,1,1
770003,MonsterPoints,2,29260,,334,297,0,0,1,1
545670,BankCps,2,35930,,313,258,0,0,1,1
10123,DIABLO-Event,2,35930,,292,287,0,0,1,1
1311,Room~Out,2,19456,5051,39,66,0,0,1,1
5053,Room~Out,2,19456,5053,39,66,0,0,1,1
5054,Room~Out,2,19456,5054,39,66,0,0,1,1
5055,Room~Out,2,19456,5055,39,66,0,0,1,1
5056,Room~Out,2,19456,5056,39,66,0,0,1,1
5057,Room~Out,2,19456,5057,39,66,0,0,1,1
5058,Room~Out,2,19456,5058,39,66,0,0,1,1
5061,Room~Out,2,50676,2567,32,49,0,0,1,1
5062,Room~Out,2,50676,2568,32,49,0,0,1,1
5063,Room~Out,2,50676,2569,32,49,0,0,1,1
5064,Room~Out,2,50676,2570,32,49,0,0,1,1
5065,Room~Out,2,19456,5065,39,66,0,0,1,1
5066,Room~Out,2,19456,5066,39,66,0,0,1,1
1312,Room~Out,2,19456,5052,39,66,0,0,1,1
25780,Room~Out,2,50676,2578,32,49,0,0,1,1
25790,Room~Out,2,50676,2579,32,49,0,0,1,1
1967,DragonHell,2,29500,1483,65,39,0,0,1,1
1968,KillerOfElite,2,29500,1484,65,39,0,0,1,1
1969,KingOfHell,2,29500,1485,65,39,0,0,1,1
1970,BattleField,2,29500,1486,65,39,0,0,1,1
1971,xLord,2,29500,1487,65,39,0,0,1,1
6471,GoldStage,21,1507,,37,38,20,20,17,0
6472,GoldStage,21,1507,,61,38,20,20,17,0
6473,CpsStage,21,1507,,67,74,20,20,17,0
6474,CpsStage,21,1507,,38,74,20,20,17,0
20522,Top[Spouse-War],2,34600,,263,226,0,0,1,1
20523,SpouseWinner,2,35940,3581,165,219,0,0,1,1
1256,MRBoy[TOP],2,50670,,288,190,0,0,1,1
1257,MRGirl[TOP],2,50680,,293,190,0,0,1,1
1258,[Winner]Boy,2,50680,50018,66,39,0,0,1,1
1259,[Winner]Girl,2,50680,50019,66,39,0,0,1,1
1995,QueenWorld[TOP],2,50350,,310,190,0,0,1,1
1993,KingWorld[TOP],2,50340,,315,190,0,0,1,1
1998,WinnerGuild,2,1130,50100,66,39,0,0,1,1
1997,WinnerDeputy,2,1130,50101,66,39,0,0,1,1
1996,WinnerMember,2,1130,50102,66,39,0,0,1,1
